QUARTER,TIME_REMAINING,NEW YORK_ACTION,TORONTO_ACTION,NEW YORK_SCORE,TORONTO_SCORE
4,6:02.0,,C. Miles misses 3-pt jump shot from 25 ft,93,111
4,5:58.0,,Offensive rebound by J. Valančiūnas,93,111
4,5:58.0,,Shooting foul by K. Knox (drawn by J. Valančiūnas),93,111
4,5:58.0,,J. Valančiūnas makes free throw 1 of 2,93,112
4,5:58.0,,J. Valančiūnas makes free throw 2 of 2,93,113
4,5:48.0,T. Hardaway misses 2-pt jump shot from 19 ft (block by D. Wright),,93,113
4,5:45.0,,Defensive rebound by J. Valančiūnas,93,113
4,5:40.0,,C. Miles misses 2-pt layup from 2 ft,93,113
4,5:35.0,Defensive rebound by T. Hardaway,,93,113
4,5:28.0,M. Hezonja makes 2-pt layup from 2 ft,,95,113
4,5:16.0,,Personal foul by T. Hardaway (drawn by D. Wright),95,113
4,5:16.0,,D. Wright makes free throw 1 of 2,95,114
4,5:16.0,,D. Wright makes free throw 2 of 2,95,115
4,5:06.0,T. Hardaway makes 2-pt jump shot from 5 ft,,97,115
4,5:06.0,Shooting foul by F. VanVleet (drawn by T. Hardaway),,97,115
4,5:06.0,T. Hardaway misses free throw 1 of 1,,97,115
4,5:06.0,,Defensive rebound by J. Valančiūnas,97,115
4,4:50.0,,D. Wright misses 3-pt jump shot from 25 ft,97,115
4,4:48.0,Defensive rebound by M. Robinson,,97,115
4,4:48.0,Turnover by M. Robinson (lost ball; steal by C. Miles),,97,115
4,4:46.0,,Turnover by C. Miles (bad pass; steal by F. Ntilikina),97,115
4,4:40.0,K. Knox makes 2-pt layup from 1 ft (assist by F. Ntilikina),,99,115
4,4:31.0,,Shooting foul by F. Ntilikina (drawn by J. Valančiūnas),99,115
4,4:31.0,,J. Valančiūnas makes free throw 1 of 2,99,116
4,4:31.0,E. Mudiay enters the game for T. Hardaway,,99,116
4,4:31.0,A. Trier enters the game for F. Ntilikina,,99,116
4,4:31.0,,J. Valančiūnas makes free throw 2 of 2,99,117
4,4:22.0,E. Mudiay makes 2-pt jump shot from 14 ft,,101,117
4,4:01.0,,F. VanVleet makes 2-pt layup from 2 ft (assist by J. Valančiūnas),101,119
4,3:44.0,Turnover by M. Hezonja (bad pass),,101,119
4,3:27.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by F. VanVleet),101,122
4,3:07.0,A. Trier makes 2-pt jump shot from 13 ft,,103,122
4,2:47.0,,J. Valančiūnas misses 2-pt jump shot from 7 ft (block by M. Robinson),103,122
4,2:41.0,,Offensive rebound by J. Valančiūnas,103,122
4,2:38.0,,F. VanVleet misses 2-pt layup from 5 ft (block by M. Robinson),103,122
4,2:36.0,Defensive rebound by K. Knox,,103,122
4,2:32.0,M. Hezonja makes 2-pt dunk from 1 ft (assist by K. Knox),,105,122
4,2:23.0,,Personal foul by M. Robinson (drawn by J. Valančiūnas),105,122
4,2:23.0,,Toronto full timeout,105,122
4,2:23.0,,L. Brown enters the game for C. Miles,105,122
4,2:23.0,,G. Monroe enters the game for F. VanVleet,105,122
4,2:23.0,,J. Valančiūnas makes free throw 1 of 2,105,123
4,2:23.0,,J. Valančiūnas misses free throw 2 of 2,105,123
4,2:21.0,Defensive rebound by M. Hezonja,,105,123
4,2:00.0,K. Knox misses 2-pt jump shot from 18 ft,,105,123
4,1:55.0,,Defensive rebound by D. Wright,105,123
4,1:34.0,,J. Valančiūnas makes 3-pt jump shot from 24 ft (assist by D. Wright),105,126
4,1:33.0,Personal foul by O. Anunoby (drawn by M. Robinson),,105,126
4,1:33.0,,C. Miles enters the game for J. Valančiūnas,105,126
4,1:22.0,K. Knox misses 2-pt layup from 3 ft (block by O. Anunoby),,105,126
4,1:22.0,Offensive rebound by Team,,105,126
4,1:19.0,A. Trier makes 2-pt layup from 2 ft,,107,126
4,1:01.0,,L. Brown makes 2-pt jump shot from 7 ft,107,128
4,0:54.0,K. Knox misses 3-pt jump shot from 23 ft,,107,128
4,0:51.0,,Defensive rebound by L. Brown,107,128
4,0:41.0,,G. Monroe misses 2-pt jump shot from 8 ft,107,128
4,0:36.0,Defensive rebound by M. Hezonja,,107,128
4,0:34.0,M. Hezonja makes 2-pt layup from 2 ft,,109,128
4,0:34.0,Shooting foul by O. Anunoby (drawn by M. Hezonja),,109,128
4,0:34.0,M. Hezonja makes free throw 1 of 1,,110,128
4,0:12.0,,Turnover by L. Brown (bad pass; steal by A. Trier),110,128
4,0:11.0,Personal take foul by C. Miles (drawn by A. Trier),,110,128
4,0:11.0,A. Trier makes free throw 1 of 2,,111,128
4,0:11.0,A. Trier makes free throw 2 of 2,,112,128
