QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
4,3:23.0,,Personal take foul by D. Collison (drawn by I. Briscoe),108,81
4,3:23.0,A. Holiday enters the game for B. Bogdanović,,108,81
4,3:23.0,A. Johnson enters the game for D. Collison,,108,81
4,3:23.0,T. Leaf enters the game for C. Joseph,,108,81
4,3:23.0,K. O'Quinn enters the game for M. Turner,,108,81
4,3:23.0,E. Sumner enters the game for T. Young,,108,81
4,3:19.0,,Turnover by I. Briscoe (out of bounds lost ball),108,81
4,3:04.0,Turnover by E. Sumner (lost ball; steal by J. Grant),,108,81
4,2:56.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by W. Iwundu),108,84
4,2:38.0,T. Leaf misses 2-pt jump shot from 12 ft (block by K. Birch),,108,84
4,2:34.0,Offensive rebound by T. Leaf,,108,84
4,2:33.0,T. Leaf misses 2-pt layup from 1 ft,,108,84
4,2:31.0,Offensive rebound by K. O'Quinn,,108,84
4,2:28.0,E. Sumner misses 3-pt jump shot from 26 ft,,108,84
4,2:24.0,,Defensive rebound by K. Birch,108,84
4,2:18.0,,J. Martin misses 3-pt jump shot from 25 ft,108,84
4,2:15.0,Defensive rebound by K. O'Quinn,,108,84
4,2:00.0,A. Johnson misses 2-pt hook shot from 8 ft,,108,84
4,1:57.0,Offensive rebound by E. Sumner,,108,84
4,1:47.0,A. Holiday misses 3-pt jump shot from 26 ft,,108,84
4,1:43.0,,Defensive rebound by I. Briscoe,108,84
4,1:30.0,,Shooting foul by T. Leaf (drawn by K. Birch),108,84
4,1:30.0,,K. Birch makes free throw 1 of 2,108,85
4,1:30.0,,K. Birch makes free throw 2 of 2,108,86
4,1:10.0,E. Sumner misses 2-pt jump shot from 9 ft (block by K. Birch),,108,86
4,1:10.0,Offensive rebound by Team,,108,86
4,1:06.0,A. Holiday misses 3-pt jump shot from 23 ft,,108,86
4,1:03.0,Offensive rebound by A. Holiday,,108,86
4,1:02.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by A. Holiday),,110,86
4,0:54.0,,K. Birch makes 2-pt layup at rim (assist by W. Iwundu),110,88
4,0:45.0,T. Leaf makes 2-pt layup from 4 ft (assist by A. Holiday),,112,88
4,0:36.0,,W. Iwundu makes 2-pt jump shot from 13 ft,112,90
4,0:18.0,K. O'Quinn misses 2-pt jump shot from 12 ft,,112,90
4,0:14.0,,Defensive rebound by K. Birch,112,90
4,0:03.0,,W. Iwundu misses 2-pt jump shot from 6 ft (block by A. Johnson),112,90
4,0:03.0,Defensive rebound by E. Sumner,,112,90
