QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
4,3:01.0,J. Jerebko misses 3-pt jump shot from 28 ft,,108,114
4,2:56.0,Offensive rebound by A. Iguodala,,108,114
4,2:53.0,K. Thompson misses 3-pt jump shot from 27 ft,,108,114
4,2:49.0,,Defensive rebound by K. Lowry,108,114
4,2:49.0,,Personal foul by J. Jerebko (drawn by K. Lowry),108,114
4,2:35.0,,K. Lowry misses 3-pt jump shot from 25 ft,108,114
4,2:32.0,Defensive rebound by K. Durant,,108,114
4,2:26.0,K. Durant makes 2-pt dunk from 1 ft,,110,114
4,1:58.0,,S. Ibaka misses 3-pt jump shot from 25 ft,110,114
4,1:56.0,Defensive rebound by K. Durant,,110,114
4,1:40.0,K. Durant misses 2-pt layup from 2 ft,,110,114
4,1:40.0,Offensive rebound by K. Looney,,110,114
4,1:40.0,K. Looney makes 2-pt layup from 1 ft,,112,114
4,1:40.0,,Toronto full timeout,112,114
4,1:31.0,,K. Leonard makes 2-pt jump shot from 14 ft,112,116
4,1:20.0,Shooting foul by P. Siakam (drawn by K. Durant),,112,116
4,1:20.0,K. Durant makes free throw 1 of 2,,113,116
4,1:20.0,K. Durant misses free throw 2 of 2,,113,116
4,1:16.0,Offensive rebound by K. Looney,,113,116
4,1:15.0,K. Thompson misses 3-pt jump shot from 27 ft,,113,116
4,1:13.0,,Defensive rebound by K. Leonard,113,116
4,0:56.0,,K. Lowry makes 3-pt jump shot from 23 ft,113,119
4,0:45.0,K. Durant makes 3-pt jump shot from 28 ft,,116,119
4,0:23.0,,K. Leonard misses 2-pt jump shot from 19 ft,116,119
4,0:19.0,Defensive rebound by K. Looney,,116,119
4,0:09.0,K. Durant makes 3-pt jump shot from 24 ft,,119,119
4,0:08.0,,Toronto full timeout,119,119
1OT,4:42.0,,P. Siakam makes 2-pt hook shot from 4 ft (assist by K. Lowry),119,121
1OT,4:30.0,Personal foul by K. Leonard (drawn by K. Durant),,119,121
1OT,4:21.0,J. Jerebko misses 3-pt jump shot from 23 ft,,119,121
1OT,4:18.0,,Defensive rebound by K. Lowry,119,121
1OT,4:08.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by K. Lowry),119,123
1OT,3:52.0,Turnover by J. Jerebko (traveling),,119,123
1OT,3:38.0,,K. Leonard misses 2-pt jump shot from 2 ft,119,123
1OT,3:36.0,Defensive rebound by K. Durant,,119,123
1OT,3:33.0,Personal foul by K. Lowry (drawn by K. Thompson),,119,123
1OT,3:30.0,Personal foul by D. Green (drawn by K. Thompson),,119,123
1OT,3:27.0,Shooting foul by K. Leonard (drawn by K. Durant),,119,123
1OT,3:27.0,K. Durant makes free throw 1 of 2,,120,123
1OT,3:27.0,K. Durant makes free throw 2 of 2,,121,123
1OT,3:02.0,,K. Lowry misses 2-pt jump shot from 10 ft,121,123
1OT,3:01.0,Defensive rebound by K. Thompson,,121,123
1OT,2:53.0,K. Durant makes 2-pt jump shot from 14 ft,,123,123
1OT,2:29.0,,P. Siakam misses 3-pt jump shot from 24 ft,123,123
1OT,2:26.0,Defensive rebound by K. Looney,,123,123
1OT,2:14.0,Turnover by K. Thompson (lost ball; steal by K. Lowry),,123,123
1OT,2:07.0,,D. Green makes 3-pt jump shot from 28 ft (assist by K. Lowry),123,126
1OT,1:53.0,Turnover by K. Durant (out of bounds lost ball),,123,126
1OT,1:35.0,,Personal foul by K. Durant (drawn by K. Leonard),123,126
1OT,1:20.0,,Turnover by S. Ibaka (off goaltending),123,126
1OT,1:08.0,Turnover by A. Iguodala (lost ball; steal by K. Lowry),,123,126
1OT,1:05.0,,Shooting foul by A. Iguodala (drawn by P. Siakam),123,126
1OT,1:05.0,,P. Siakam makes free throw 1 of 2,123,127
1OT,1:05.0,,P. Siakam makes free throw 2 of 2,123,128
1OT,0:55.0,J. Jerebko makes 2-pt layup from 1 ft (assist by K. Looney),,125,128
1OT,0:32.0,,K. Leonard misses 2-pt jump shot from 16 ft,125,128
1OT,0:30.0,Defensive rebound by J. Jerebko,,125,128
1OT,0:22.0,Turnover by A. Iguodala (traveling),,125,128
1OT,0:22.0,,Personal take foul by J. Jerebko (drawn by P. Siakam),125,128
1OT,0:22.0,,P. Siakam makes free throw 1 of 2,125,129
1OT,0:22.0,,P. Siakam misses free throw 2 of 2,125,129
1OT,0:19.0,,Offensive rebound by K. Leonard,125,129
1OT,0:14.0,,Shooting foul by K. Durant (drawn by P. Siakam),125,129
1OT,0:14.0,,P. Siakam makes free throw 1 of 2,125,130
1OT,0:14.0,,P. Siakam makes free throw 2 of 2,125,131
1OT,0:14.0,Golden State full timeout,,125,131
1OT,0:11.0,K. Thompson misses 2-pt jump shot from 20 ft,,125,131
1OT,0:09.0,Offensive rebound by J. Jerebko,,125,131
1OT,0:07.0,J. Jerebko misses 2-pt jump shot from 19 ft,,125,131
1OT,0:07.0,Offensive rebound by Team,,125,131
1OT,0:04.0,J. Jerebko makes 3-pt jump shot from 26 ft (assist by A. Iguodala),,128,131
