QUARTER,TIME_REMAINING,MEMPHIS_ACTION,LA CLIPPERS_ACTION,MEMPHIS_SCORE,LA CLIPPERS_SCORE
4,6:36.0,,Turnover by L. Williams (bad pass; steal by J. Holiday),84,98
4,6:34.0,Personal take foul by M. Harrell (drawn by B. Caboclo),,84,98
4,6:34.0,,LA Clippers full timeout,84,98
4,6:34.0,,S. Gilgeous-Alexander enters the game for G. Temple,84,98
4,6:34.0,Personal foul by S. Gilgeous-Alexander (drawn by D. Wright),,84,98
4,6:34.0,D. Wright misses free throw 1 of 2,,84,98
4,6:34.0,Offensive rebound by Team,,84,98
4,6:34.0,D. Wright makes free throw 2 of 2,,85,98
4,6:18.0,,Turnover by W. Chandler (bad pass; steal by D. Wright),85,98
4,6:16.0,D. Hannahs misses 3-pt jump shot from 25 ft,,85,98
4,6:12.0,Offensive rebound by D. Wright,,85,98
4,6:12.0,Offensive foul by D. Hannahs (drawn by S. Gilgeous-Alexander),,85,98
4,6:12.0,Turnover by D. Hannahs (offensive foul),,85,98
4,6:12.0,,D. Gallinari enters the game for W. Chandler,85,98
4,6:12.0,,L. Shamet enters the game for M. Harrell,85,98
4,5:59.0,,Turnover by J. Green (lost ball; steal by D. Hannahs),85,98
4,5:51.0,D. Wright makes 2-pt layup from 2 ft (assist by D. Hannahs),,87,98
4,5:39.0,,Shooting foul by Y. Watanabe (drawn by D. Gallinari),87,98
4,5:39.0,,D. Gallinari makes free throw 1 of 2,87,99
4,5:39.0,C. Parsons enters the game for Y. Watanabe,,87,99
4,5:39.0,,D. Gallinari makes free throw 2 of 2,87,100
4,5:15.0,D. Hannahs makes 2-pt layup from 2 ft (assist by B. Caboclo),,89,100
4,5:02.0,,J. Green makes 3-pt jump shot from 24 ft (assist by S. Gilgeous-Alexander),89,103
4,4:49.0,D. Wright misses 3-pt jump shot from 25 ft,,89,103
4,4:46.0,,Defensive rebound by D. Gallinari,89,103
4,4:35.0,,L. Williams makes 2-pt layup from 2 ft,89,105
4,4:28.0,D. Hannahs misses 2-pt jump shot from 11 ft (block by S. Gilgeous-Alexander),,89,105
4,4:25.0,,Defensive rebound by S. Gilgeous-Alexander,89,105
4,4:23.0,,L. Williams misses 2-pt jump shot from 16 ft (block by B. Caboclo),89,105
4,4:23.0,,Offensive rebound by Team,89,105
4,4:23.0,,G. Temple enters the game for L. Williams,89,105
4,4:17.0,,L. Shamet misses 2-pt layup from 2 ft,89,105
4,4:15.0,Defensive rebound by B. Caboclo,,89,105
4,4:10.0,Personal foul by G. Temple (drawn by D. Wright),,89,105
4,4:10.0,D. Wright misses free throw 1 of 2,,89,105
4,4:10.0,Offensive rebound by Team,,89,105
4,4:10.0,D. Wright makes free throw 2 of 2,,90,105
4,4:00.0,,L. Shamet misses 3-pt jump shot from 23 ft,90,105
4,3:59.0,Defensive rebound by Team,,90,105
4,3:51.0,C. Parsons misses 2-pt layup from 3 ft,,90,105
4,3:49.0,,Defensive rebound by J. Green,90,105
4,3:45.0,,D. Gallinari makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),90,107
4,3:28.0,C. Parsons makes 2-pt jump shot from 13 ft (assist by D. Hannahs),,92,107
4,3:06.0,,J. Green misses 3-pt jump shot from 26 ft,92,107
4,3:03.0,Defensive rebound by J. Holiday,,92,107
4,2:58.0,J. Holiday makes 2-pt layup from 2 ft,,94,107
4,2:58.0,Shooting foul by L. Shamet (drawn by J. Holiday),,94,107
4,2:58.0,Memphis full timeout,,94,107
4,2:58.0,J. Holiday makes free throw 1 of 1,,95,107
4,2:43.0,,L. Shamet misses 3-pt jump shot from 26 ft,95,107
4,2:41.0,Defensive rebound by D. Wright,,95,107
4,2:28.0,D. Hannahs misses 3-pt jump shot from 27 ft,,95,107
4,2:28.0,,Defensive rebound by Team,95,107
4,2:06.0,,D. Gallinari makes 2-pt layup from 1 ft,95,109
4,1:50.0,B. Caboclo misses 2-pt jump shot from 6 ft,,95,109
4,1:47.0,,Defensive rebound by D. Gallinari,95,109
4,1:27.0,,D. Gallinari misses 3-pt jump shot from 31 ft,95,109
4,1:26.0,Defensive rebound by Team,,95,109
4,1:26.0,,J. Robinson enters the game for D. Gallinari,95,109
4,1:26.0,,S. Thornwell enters the game for S. Gilgeous-Alexander,95,109
4,1:26.0,,T. Wallace enters the game for L. Shamet,95,109
4,1:14.0,D. Hannahs misses 2-pt layup from 1 ft,,95,109
4,1:11.0,,Defensive rebound by G. Temple,95,109
4,1:09.0,,J. Robinson makes 2-pt layup from 2 ft,95,111
4,1:04.0,Shooting foul by J. Robinson (drawn by D. Wright),,95,111
4,1:04.0,D. Wright makes free throw 1 of 2,,96,111
4,1:04.0,J. Carter enters the game for B. Caboclo,,96,111
4,1:04.0,J. Washburn enters the game for J. Holiday,,96,111
4,1:04.0,Y. Watanabe enters the game for C. Parsons,,96,111
4,1:04.0,D. Wright misses free throw 2 of 2,,96,111
4,1:01.0,,Defensive rebound by J. Green,96,111
4,0:46.0,,T. Wallace makes 2-pt layup from 1 ft (assist by J. Green),96,113
4,0:29.0,J. Carter misses 3-pt jump shot from 25 ft,,96,113
4,0:29.0,,Defensive rebound by Team,96,113
4,0:05.0,,Turnover by Team (shot clock),96,113
4,0:00.0,J. Carter misses 3-pt jump shot from 31 ft,,96,113
4,0:00.0,Offensive rebound by Team,,96,113
