QUARTER,TIME_REMAINING,HOUSTON_ACTION,GOLDEN STATE_ACTION,HOUSTON_SCORE,GOLDEN STATE_SCORE
4,1:36.0,,K. Durant misses 2-pt jump shot from 18 ft,95,98
4,1:35.0,,Offensive rebound by D. Green,95,98
4,1:26.0,,Shooting foul by J. Harden (drawn by K. Durant),95,98
4,1:26.0,,K. Durant makes free throw 1 of 2,95,99
4,1:26.0,,K. Durant makes free throw 2 of 2,95,100
4,1:09.0,Turnover by J. Harden (step out of bounds),,95,100
4,0:52.0,,K. Durant misses 2-pt jump shot from 11 ft,95,100
4,0:50.0,,Offensive rebound by D. Green,95,100
4,0:46.0,,K. Thompson misses 2-pt jump shot from 17 ft,95,100
4,0:45.0,Defensive rebound by J. Harden,,95,100
4,0:40.0,J. Harden makes 2-pt layup from 2 ft,,97,100
4,0:40.0,Shooting foul by K. Thompson (drawn by J. Harden),,97,100
4,0:40.0,N. Hilário enters the game for I. Shumpert,,97,100
4,0:40.0,J. Harden makes free throw 1 of 1,,98,100
4,0:25.0,,S. Curry makes 3-pt jump shot from 29 ft,98,103
4,0:24.0,Houston full timeout,,98,103
4,0:24.0,I. Shumpert enters the game for N. Hilário,,98,103
4,0:24.0,,K. Looney enters the game for S. Curry,98,103
4,0:21.0,J. Harden makes 2-pt dunk from 3 ft (assist by P. Tucker),,100,103
4,0:21.0,,Golden State full timeout,100,103
4,0:21.0,D. House enters the game for P. Tucker,,100,103
4,0:21.0,,S. Curry enters the game for K. Looney,100,103
4,0:17.0,,Turnover by K. Durant (lost ball; steal by C. Paul),100,103
4,0:09.0,J. Harden misses 3-pt jump shot from 29 ft,,100,103
4,0:07.0,Offensive rebound by C. Paul,,100,103
4,0:04.0,Turnover by C. Paul (bad pass),,100,103
4,0:04.0,Technical foul by C. Paul,,100,103
4,0:04.0,,S. Curry makes technical free throw,100,104
4,0:04.0,C. Paul ejected from game,,100,104
